,ID,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet
182,3.29191E+17,30/4/2013 19:10,,FALSE,FALSE,,0,0,0,Teman ironman si monkey tournament boling! #sapura  #alamanda  #johan   http:// instagram.com/p/YugFrbCXKp/  ,/LeanAziz/status/329191103163138048,501560845,LeanAziz
183,3.31784E+17,7/5/2013 22:55,,FALSE,FALSE,,0,0,0,Prom #throwback  #95s  #sapura  #jibbyoneworld  #beepus   http:// instagram.com/p/ZA7yzPJYSl/  ,/HashveenS/status/331784391539970048,497739004,HashveenS
184,3.32542E+17,10/5/2013 1:05,,FALSE,FALSE,,0,0,0,Pemain Kebangsaan Pakistan Mewarnai Liga Hoki Malaysia 2013. #KLHC  #Maybank  #Sapura  #NurInsafi  .,/_nursyafiqqq/status/332541824327639040,367645106,_nursyafiqqq
185,3.3528E+17,17/5/2013 14:24,,FALSE,FALSE,,0,0,0,Sapura  vs PDRM #team  #jersey  #kool  #red  #sapura  #sapurakencana  #futsal  #tournament  #2013@Kemensah…  http:// instagram.com/p/ZZxAldtDv9/  ,/ak1zakiamani/status/335279543931781120,493345870,ak1zakiamani
186,3.35731E+17,18/5/2013 20:16,,FALSE,FALSE,,0,0,0,support #mylilbro  @faridzulafiq  #sapura  #hockeyplayer  #instaplaceapp  @instaplaceapp #androidonly …  http:// instagram.com/p/Zc-DEhRUDp/  ,/farahsharihan/status/335730565934362624,300953686,farahsharihan
187,3.35735E+17,18/5/2013 20:34,,FALSE,FALSE,,0,0,0,support #mylilbro  @faridzulafiq  #sapura  #love  #instagood  #me  #cute  #instagramtagsdotcom  #tbt …  http:// instagram.com/p/ZdATX_RUFt/  ,/farahsharihan/status/335735233615888385,300953686,farahsharihan
188,3.35985E+17,19/5/2013 13:07,,FALSE,FALSE,,0,0,0,"When we redeem ourself in final tnbmhl,though it 3rd,we come back as a team #tnbmhl  #sapurahockey  #sapura   http://www. keek.com/!KI2gcab  ",/dianasalwa/status/335984959217102849,65132426,dianasalwa
189,3.35997E+17,19/5/2013 13:55,,FALSE,FALSE,,0,0,0,congrats #Sapura  menang tempat ketiga #PialaTNB2013   petang ni final #KLHC  vs #TNB,/wanaryu/status/335997224012095488,59966657,wanaryu
190,3.36113E+17,19/5/2013 21:35,,FALSE,FALSE,,0,0,0,Mind the lady beside izzat!!hehe!!GO TNB!! #sapura  #tnb  #mhl  #tnbmhl  #hockey  #fieldhockey @Stadium…  http:// instagram.com/p/Zfr_ZZi8UM/  ,/dianasalwa/status/336112828207476736,65132426,dianasalwa
191,3.37076E+17,22/5/2013 13:21,,FALSE,FALSE,,0,0,0,Mode Bon Bon! #lunch  #time  #office  #sapura  #sapurakencana  #bonus  #2013@TL Offshore  Sapura @Mines  http:// instagram.com/p/Zmh664tDp9/  ,/ak1zakiamani/status/337075814359252993,493345870,ak1zakiamani
